Date,River,Location,LocationNo,Temp,pH,EC,TDS,DO,ORP,Turbidity,Color,Suspended Solids,"Alkalinity
10/13/2019,Bangshi,Kaliakoir Bangshi Bridge,L-49,29.2,7.62,123.4,67.7,7.13,145,88.2,22,165,60,0.18,0.06,27.9,4,4,140
10/13/2019,Bangshi,u/s of Birdge at Goastra (Uttar Kanchanpur),B-2,29.4,7.64,125,68.2,7.15,145.2,88.4,23,170,55,0.13,0.03,4.9,0,9,130
10/13/2019,Bangshi,d/s of brick kiln at Shimulia,B-3,29.4,7.55,125.7,69,6.37,143,71.4,19,140,60,0.15,0.03,17.3,0,10,110
10/13/2019,Bangshi,d/s of bridge at Chhota Pachhail,B-4,29.6,7.55,127.4,69.6,6.35,145.2,81.2,21,130,65,0.16,0.05,6,2,11,80
10/13/2019,Bangshi,d/s of DEPZ Canal,L-50,29.6,7.55,127.8,69.9,6.43,141,71.9,26,123,60,0.02,0.08,29.4,0,10,100
10/13/2019,Bangshi,d/s of Nalam Paulpara Bridge,B-6,29.6,7.54,150.6,81.5,5.91,147.5,59.6,23,124,75,0.19,0.24,10.8,3,13,130
10/13/2019,Bangshi,u/s of Dhaleswari Confluence at Hazipur,L-51,29.6,7.55,142.3,77.4,6.02,148.2,56.6,34,113,55,0.12,0.17,2.9,1,13,120
10/13/2019,Dhaleshwari,Nayarhat Bridge,L-33,29.5,7.51,141.3,76.5,6.02,152,53.7,41,118,70,0.22,0.14,3.6,1,13,130
10/14/2019,Tongi Khal,d/s Ashulia Landing station,L-20,29,7.62,159.5,84.8,6.01,154.8,31.5,26,40,50,0.11,0.13,3.1,3,15,150
10/14/2019,Tongi Khal,u/s Ijtema Field,L-21,29.1,7.57,164.1,87.2,5.37,148.2,28.4,34,32,70,0.12,0.19,2.7,3,14,140
10/14/2019,Tongi Khal,d/s Railway Bridge,L-22,29.2,7.53,165.9,88.3,4.97,150,26.9,32,25,60,0.92,0.29,3.4,3,15,120
10/14/2019,Tongi Khal,d/s of Hussein Dyeing,L-23,29.3,7.49,179.3,95.6,4.12,142.8,29.4,25,39,65,0.19,0.49,2.9,4,15,110
10/14/2019,Tongi Khal,Mausaid (d/s Pagar Canal),L-24,29.6,7.39,184.3,99,3.52,5.2,28.3,55,21,75,0.14,0.5,2.7,3,17,130
10/14/2019,Tongi Khal,u/s of Balu Confluence,L-25,29.7,7.37,232,118.6,1.83,22.8,17.53,37,20,70,0.18,1.02,4.3,6,19,160
10/14/2019,Balu ,u/s of Purbachal,L-26,29.8,7.26,169.8,90.2,2.9,18.6,10.71,34,7,65,0.15,0.37,3.9,3,14,170
10/14/2019,Balu ,d/s of Purbachal (Ichhapur bridge),L-27,29.7,7.28,187.2,99.1,2.27,33.5,11.03,30,9,75,0.13,0.78,3.1,3,16,140
10/14/2019,Balu ,Beraid,L-28,29.9,7.25,190.6,100.5,1.45,46.3,15.52,55,18,65,0.13,1.17,4.1,5,16,180
10/14/2019,Balu ,d/s of Begunbari Canal,L-29,30,7.3,190.4,105.4,1.38,-30.2,11.72,35,8,75,0.07,1.42,4.2,5,16,130
10/14/2019,Balu ,Demra (u/s of confluence),L-30,29.8,7.2,242,127.4,0.18,20.4,10.82,42,11,80,0.09,2.46,3.6,4,16,150
10/14/2019,Dhaleshwari ,Muktapur Ghat  ,L-40,29.4,7.43,154.7,80.7,4.11,64.3,36.3,25,57,60,0.17,0.32,2,2,12,260
10/14/2019,Shitalakhya ,d/s Kanchan Bridge,L-41,29.3,7.48,135.4,70.9,4.93,31,29.3,46,28,60,0.34,0.22,3,6,12,130
10/14/2019,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,30.1,7.43,137.9,71.5,4.62,29.6,28.2,37,28,55,0.24,0.18,3.3,4,11,140
10/14/2019,Shitalakhya ,Demra Ghat,L-43,29.6,7.39,144,75.1,4.09,41.4,30.3,33,27,75,0.14,0.02,5.3,4,15,140
10/14/2019,Shitalakhya ,d/s of Adamjee EPZ,L-44,29.7,7.29,187.7,103.3,1,61.2,25.1,34,25,65,0.12,1.31,4.1,1,13,140
10/14/2019,Shitalakhya ,d/s of Tanbazar Ghat,L-45,29.8,7.32,177.9,91.8,1.96,58.2,29,33,28,65,0.12,0.78,3.2,1,13,170
10/14/2019,Shitalakhya ,u/s of Kalagachia Point,L-46,29.9,7.32,181.5,95.3,1.23,65.5,29.6,35,30,80,0.15,1.07,5.9,2,16,160
10/14/2019,Begunbari Canal,d/s of Dasherkandi WWTP,L-57,29.6,7.17,571,309,2,-265,26.3,245,55,220,0.1,15.9,6.3,22,44,180
10/14/2019,Pagar Canal,Steel bridge at Pagar Canal,L-55,30.2,7.58,705,382,0.12,-240,24.6,240,34,230,0.13,9.05,2.1,19,46,170
10/15/2019,Buriganga,Aminbazar Bridge,L-11,29.3,7.47,171.6,87.9,5.22,144,33.9,25,42,65,0.07,0.39,2.1,2,17,120
10/15/2019,Buriganga,d/s of Hazaribagh,L-12,29.3,7.43,180.2,92.8,3.93,145.8,25.1,29,34,65,0.15,0.64,4.7,4,13,120
10/15/2019,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,29.4,7.42,179.5,92.5,3.72,144.6,24.3,31,31,70,0.09,0.7,3.7,4,16,130
10/15/2019,Buriganga,Chandni Ghat,L-14,29.5,7.51,181.5,93.4,3.03,145.2,23.1,31,28,50,0.12,0.77,5.3,4,15,230
10/15/2019,Buriganga,Sadar Ghat,L-15,29.5,7.37,182.3,93.8,2.91,147.2,25.8,32,29,50,0.52,0.84,10.7,3,15,150
10/15/2019,Buriganga,Dholaikhal,L-16,29.7,7.36,186.5,96.3,2.4,148.6,24.7,30,33,150,0.14,1.04,5.6,5,14,130
10/15/2019,Buriganga,BCF Bridge,L-17,29.6,7.35,181.9,93.9,2.46,148.4,29.6,30,27,75,0.1,0.87,4,6,14,140
10/15/2019,Buriganga,d/s Pagla STP,L-18,29.8,7.35,179.5,92.7,2.22,152.5,31,22,33,80,0.09,0.77,4,6,16,160
10/15/2019,Buriganga,Jazira ,L-19,29.6,7.36,179.1,92.5,2.1,156.2,40.5,26,31,65,0.09,0.65,4.1,5,15,130
10/15/2019,Bangshi-Savar,d/s of Turag branch outfall,L-31,29.1,7.33,175.9,90.9,2.49,142,23.8,25,41,50,0.08,0.39,3.3,4,16,140
10/15/2019,Bangshi-Savar,Amin Bazar Landfill,L-32,29.3,7.43,167.5,86.4,4.92,142.1,32.8,20,42,80,0.12,0.3,2.4,4,16,150
10/15/2019,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,29.4,7.5,170.7,88.9,5.26,143.5,32.6,39,47,70,0.16,0.2,2.9,5,16,140
10/15/2019,Dhaleshwari,Kadamtoli Bridge,L-35,29.6,7.45,190.5,99.3,3.66,148.1,26.7,20,34,70,0.09,0.61,2.8,4,18,130
10/15/2019,Dhaleshwari ,Rohitpur Bridge  ,L-36,29.3,7.61,147,75.9,6.41,142.4,82.5,37,34,15,0.09,0.15,3.4,9,12,130
10/15/2019,Dhaleshwari ,d/s of BSCIC  ,L-37,29.5,7.55,149.2,76.3,6.19,149.2,81.1,31,103,60,0.14,0.14,2.8,4,13,140
10/15/2019,Dhaleshwari ,d/s of Dhaleswari Bridge  ,L-38,29.5,7.57,145.7,74.9,6.37,150.8,98.6,22,109,55,0.12,0.17,2.6,7,12,150
10/15/2019,Dhaleshwari ,Baluchar Bridge  ,L-39,29.4,7.44,148,76.1,5.39,154,81.1,28,73,70,0.1,0.17,4.4,13,8,160
10/15/2019,Ichhamoti,u/s of Fulhar Launch Treminal and Outfall to Dhaleswari,I-1,29.5,7.27,182,92.7,2.44,147.7,17.82,26,16,75,0.2,0.11,11.8,4,9,110
10/15/2019,Ichhamoti,d/s of Poet Kaykobad Bridge,I-2,29.2,7.1,156.5,80.3,1.43,152.4,10.12,13,7,40,0.24,0.2,5.6,10,340,130
10/15/2019,Ichhamoti,"u/s of Bhangavita boat race site (Dignara, Kailail, Nawabganj)",I-3,29.2,7.29,166.1,83.9,4.63,148.5,30.6,22,38,15,2.27,0.13,6.3,13,300,120
10/15/2019,Ichhamoti,"d/s of RHD bridge at Ulman Chandra, Barrah, Nawabganj",I-4,28.8,7.37,173.9,87.9,4.94,150.1,47,24,66,95,0.15,0.15,3.5,5,13,140
10/15/2019,Ichhamoti,"d/s of Bridge at Jantrail, Nawabganj",I-5,28.7,7.46,168.7,85.3,5.73,148.4,98.4,6,131,15,1.58,0.09,5.3,18,255,110
11/18/2019,Buriganga,Aminbazar Bridge,L-11,26.8,7.31,292,189.2,0.46,79.2,26.7,48,53,165,0.23,1.97,3,7,40,350
11/18/2019,Buriganga,d/s of Hazaribagh,L-12,27.2,7.3,294,195.1,0.11,63.5,14.49,49,31,140,0,2.21,1.8,8,36,220
11/18/2019,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,27.4,7.32,304,198.5,0.16,57.5,12.37,47,27,130,0,2.4,0.7,14,38,230
11/18/2019,Buriganga,Chandni Ghat,L-14,27.5,7.3,302,194.2,0.1,60.1,11.11,55,21,125,0.05,2.55,2.4,5,36,140
11/18/2019,Buriganga,Sadar Ghat,L-15,27.5,7.32,299,192,0.09,43.4,11.19,60,20,125,0.36,2.25,0.7,5,33,160
11/18/2019,Buriganga,Dholaikhal,L-16,27.7,7.29,298,191.8,0.09,65.5,10.72,63,21,120,0.32,2.55,2.5,5,32,200
11/18/2019,Buriganga,BCF Bridge,L-17,27.5,7.25,304,192.5,0.07,30.8,10.46,64,22,115,0.07,1.95,1.4,5,34,170
11/18/2019,Buriganga,d/s Pagla STP,L-18,27.5,7.22,279,183.5,0.07,75.5,10.88,58,22,125,0.03,2,1.6,3,33,240
11/18/2019,Buriganga,Jazira ,L-19,27.1,7.33,264,170,0.78,140.1,11.93,37,17,160,0.1,1.8,1.6,1,26,200
11/18/2019,Bangshi-Savar,d/s of Turag branch outfall,L-31,26.8,7.58,456,286,1.71,97.5,10.25,65,17,135,0.13,7.5,2.3,0,32,160
11/18/2019,Bangshi-Savar,Amin Bazar Landfill,L-32,26.7,7.46,403,247,0.45,77.4,17.4,45,30,170,0.06,2.22,2.4,1,40,200
11/18/2019,Dhaleshwari,Nayarhat Bridge,L-33,26.8,7.58,390,240,1.56,94.7,17.69,59,37,175,0.06,1,0.9,2,40,190
11/18/2019,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,26.9,7.43,367,222,0.3,81.1,9.75,33,15,165,0.13,1.16,0.98,0,35,190
11/18/2019,Dhaleshwari,Kadamtoli Bridge,L-35,27.1,7.48,337,203.2,1.1,96.6,4.54,32,10,135,0.13,1.55,2.2,0,37,220
11/18/2019,Dhaleshwari ,Rohitpur Bridge  ,L-36,27,7.68,287,177.7,8.45,110.1,6.57,19,21,145,0.13,0.41,3.3,0,20,190
11/18/2019,Dhaleshwari ,d/s of BSCIC  ,L-37,26.8,7.7,286,170.7,7.82,116.8,8.35,19,21,140,0.23,0.31,3.6,0,16,200
11/18/2019,Dhaleshwari ,d/s of Dhaleswari Bridge  ,L-38,26.6,7.6,264,155.7,6.2,118.9,7.21,20,27,110,0.62,0.33,1.4,0,16,390
11/18/2019,Dhaleshwari ,Baluchar Bridge  ,L-39,27.1,7.42,276,164.1,1.69,139.5,13.28,44,23,115,0.18,1.45,2.4,0,24,160
11/19/2019,Balu ,Demra (u/s of confluence),L-30,26.9,7.2,388,187.2,0.17,46.1,24,32,55,40,0.07,4.7,5.3,6,25,170
11/19/2019,Dhaleshwari ,Muktapur Ghat  ,L-40,26.8,7.35,354,170.7,0.56,98.8,11.11,14,24,20,0.21,1.05,91,2,24,190
11/19/2019,Shitalakhya ,d/s Kanchan Bridge,L-41,27.2,7.55,281,134.5,4.38,139.7,10.11,7,17,105,0.12,0.15,10.7,1,8,180
11/19/2019,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,27.4,7.55,275,134.2,4.25,140,10.37,7,18,75,0.19,0.2,78.4,0,6,260
11/19/2019,Shitalakhya ,Demra Ghat,L-43,27.3,7.24,312,153.5,0.74,-10,13.15,16,24,60,0.13,0.35,20.2,0,14,200
11/19/2019,Shitalakhya ,d/s of Adamjee EPZ,L-44,27.4,7.3,363,174.9,0.07,-60.5,17.72,46,38,125,0.14,1.05,1.5,4,19,180
11/19/2019,Shitalakhya ,d/s of Tanbazar Ghat,L-45,27.5,7.35,361,172.2,0.1,-12.5,16.54,43,34,145,0.12,0.85,1.4,6,21,190
11/19/2019,Shitalakhya ,u/s of Kalagachia Point,L-46,27.6,7.35,354,169.5,0.06,0.5,13.92,38,26,110,0.15,1.5,1.3,7,25,170
11/19/2019,Begunbari Canal,d/s of Dasherkandi WWTP,L-57,26.7,6.94,757,374,0.06,-151.4,27.1,84,100,170,BDL,20,29.8,803,13,220
12/14/2019,Buriganga,Aminbazar Bridge,L-11,22.8,7.49,715,362,0.09,-80,31.9,81,103,220,0.11,4.8,2.6,10,76,240
12/14/2019,Buriganga,d/s of Hazaribagh,L-12,22.3,7.38,583,328,0.07,-148,20.7,89,52,170,0.17,6.4,28.4,14,62,230
12/14/2019,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,22.3,7.41,702,350,0.09,-137,17.75,78,50,200,0.34,6.3,11,18,68,180
12/14/2019,Buriganga,Chandni Ghat,L-14,22.1,7.47,705,351,0.17,-175.1,20.2,82,57,215,0.34,7.4,4.4,18,62,180
12/14/2019,Buriganga,Sadar Ghat,L-15,24.2,7.34,711,353,0.05,-253,18.41,75,49,200,0.22,7.75,2.7,16,56,150
12/14/2019,Buriganga,Dholaikhal,L-16,24.5,7.25,731,367,0.05,-248,24.1,98,62,225,0.22,10.1,2.4,16,56,190
12/14/2019,Buriganga,BCF Bridge,L-17,24.3,7.33,706,351,0.11,-230,17.18,63,33,195,0.18,7.55,4,10,72,170
12/14/2019,Buriganga,d/s Pagla STP,L-18,24.2,7.38,697,347,0.07,-195,26.6,62,50,215,0.12,6.55,1.9,10,54,150
12/14/2019,Buriganga,Jazira ,L-19,24.1,7.53,620,307,0.27,59.4,16.46,46,32,180,0.03,3.95,BDL,8,52,170
12/14/2019,Bangshi-Savar,d/s of Turag branch outfall,L-31,23.1,7.68,903,464,0.15,5.5,17.18,86,18,290,0.1,16.95,2.2,14,66,160
12/14/2019,Bangshi-Savar,Amin Bazar Landfill,L-32,23.1,7.37,719,365,0.05,-40,33.3,80,58,210,0.08,4.15,1.6,12,66,170
12/14/2019,Dhaleshwari,Nayarhat Bridge,L-33,23.2,7.82,791,397,0.16,-136,18,107,37,270,0.04,2.05,3.2,26,70,160
12/14/2019,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,24.9,7.76,744,366,1.2,2,11.83,39,24,205,0.02,3.35,2,16,66,160
12/14/2019,Dhaleshwari,Kadamtoli Bridge,L-35,24.1,7.66,744,371,1.32,9.4,4.33,12,12,220,0.04,0.15,0.2,2,14,140
12/14/2019,Dhaleshwari ,Rohitpur Bridge  ,L-36,23.6,8.14,572,287,,30.6,9.73,10,30,225,0,0.1,2,2,12,160
12/14/2019,Dhaleshwari ,d/s of BSCIC  ,L-37,23.6,8.14,555,277,,33,15.45,22,44,230,0.03,0.1,10.6,26,16,120
12/14/2019,Dhaleshwari ,d/s of Dhaleswari Bridge  ,L-38,24.2,8.12,540,270,,38,19.81,44,47,215,0.02,3.2,7.2,28,40,90
12/14/2019,Dhaleshwari ,Baluchar Bridge  ,L-39,24.3,7.59,603,299,0.66,59,9.73,67,23,195,0.05,2.4,7.2,10,80,100
12/15/2019,Balu ,Demra (u/s of confluence),L-30,24.6,7.39,521,255,0.14,-166,18.71,54,34,170,0.08,4.3,2.6,25,18,100
12/15/2019,Dhaleshwari ,Muktapur Ghat  ,L-40,24.8,7.39,387,187.4,0.58,-26.1,7.39,29,12,115,0.04,2.45,13.6,6,22,90
12/15/2019,Shitalakhya ,d/s Kanchan Bridge,L-41,24.3,7.67,355,177.4,4.72,102,5.85,7,10,145,0.03,0.3,7.6,6,10,80
12/15/2019,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,24.2,7.68,386,188.9,3.82,92,6.34,14,11,140,0.04,0.3,7,2,12,120
12/15/2019,Shitalakhya ,Demra Ghat,L-43,24.9,7.42,521,244,0.14,-195,16.9,73,27,185,0.1,3.4,2.6,12,20,100
12/15/2019,Shitalakhya ,d/s of Adamjee EPZ,L-44,24.9,7.3,576,281,0.09,-232,25.1,59,45,170,0.09,4.35,5,10,22,120
12/15/2019,Shitalakhya ,d/s of Tanbazar Ghat,L-45,25.2,7.39,595,288,0.05,-221,23.6,62,43,195,0.1,4.8,3.6,8,24,110
12/15/2019,Shitalakhya ,u/s of Kalagachia Point,L-46,24.7,7.38,375,181.7,0.23,-159.4,8.7,34,15,115,0.05,2.05,2.8,4,24,130
12/15/2019,Begunbari Canal,d/s of Dasherkandi WWTP,L-57,24.3,7.04,794,398,0.13,-248,33.5,140,91,255,0.15,20.5,10.6,25,14,170
1/19/2020,Buriganga,Aminbazar Bridge,L-11,21.7,7.51,823,434,0.07,-31.5,42.9,123,28,265,0.18,4.6,8.6,20,98,490
1/19/2020,Buriganga,d/s of Hazaribagh,L-12,21.1,7.45,801,427,0.07,-230.6,22.9,132,26,245,0.19,7.95,2,14,90,450
1/19/2020,Buriganga,d/s Kamrangirchar Launch Ghat,L-13,20.8,7.43,791,424,0.07,-228.5,19.55,129,30,260,0.18,8.3,31.6,18,86,460
1/19/2020,Buriganga,Chandni Ghat,L-14,20.7,7.38,811,435,0.2,-224.6,20.5,156,27,230,0.22,10.35,7.2,22,80,410
1/19/2020,Buriganga,Sadar Ghat,L-15,20.8,7.43,791,423,0.14,-187.5,20.3,118,24,255,0.29,9.3,0.6,22,74,530
1/19/2020,Buriganga,Dholaikhal,L-16,21.5,7.35,840,446,0.08,-244.2,20.8,138,37,260,0.24,11.45,22.2,22,72,550
1/19/2020,Buriganga,BCF Bridge,L-17,20.9,7.35,778,416,0.05,-255.5,17.96,112,29,265,0.21,8.4,16.2,12,72,470
1/19/2020,Buriganga,d/s Pagla STP,L-18,20.9,7.33,790,422,0.06,-224.6,20.2,105,29,240,0.16,10.85,4.2,8,72,440
1/19/2020,Buriganga,Jazira ,L-19,21,7.4,784,418,0.1,-224.8,25.5,90,23,245,0.12,8.65,6.4,8,68,450
1/19/2020,Bangshi-Savar,d/s of Turag branch outfall,L-31,20.2,7.56,840,458,0.09,-144.4,26.8,90,14,285,0.05,7.15,201.6,8,74,370
1/19/2020,Bangshi-Savar,Amin Bazar Landfill,L-32,21.2,7.7,828,441,0.08,-195,41.4,141,24,285,0.17,4.95,3,20,74,430
1/19/2020,Dhaleshwari,Nayarhat Bridge,L-33,21.8,7.83,807,424,0.05,-148,31.2,96,34,310,0.12,3.45,43.6,6,80,520
1/19/2020,Dhaleshwari,Singair Bridge (Bhangalpur),L-34,22.8,7.8,898,478,0.03,-184.7,21.8,65,21,305,0.2,4.45,0.2,6,98,490
1/19/2020,Dhaleshwari,Kadamtoli Bridge,L-35,21.5,7.94,986,522,6.62,-26,10.63,22,5,285,0.07,3.45,4.2,2,62,450
1/19/2020,Dhaleshwari ,Rohitpur Bridge  ,L-36,21.5,8.09,631,331,12.28,-6.8,8.31,23,4,255,0.21,0.35,5.4,1,18,470
1/19/2020,Dhaleshwari ,d/s of BSCIC  ,L-37,21.2,8.06,621,328,11.5,-5.1,5.25,14,4,265,0.08,0.2,8.6,3,20,480
1/19/2020,Dhaleshwari ,d/s of Dhaleswari Bridge  ,L-38,20.9,8.02,597,317,9.85,13.3,7.53,19,5,215,0.09,0.25,63.6,0,16,500
1/19/2020,Dhaleshwari ,Baluchar Bridge  ,L-39,20.6,7.88,605,323,6.84,28.5,,142,88,305,0,0.5,39.8,16,48,580
1/20/2020,Balu ,Demra (u/s of confluence),L-30,22.3,7.23,955,501,0.16,-33.6,40.3,211,25,315,0.27,19.95,31.4,30,58,500
1/20/2020,Dhaleshwari ,Muktapur Ghat  ,L-40,20.6,7.54,713,383,0.12,-115.6,32.2,56,3,215,0.13,5.65,9.8,2,16,540
1/20/2020,Shitalakhya ,d/s Kanchan Bridge,L-41,20.4,7.7,357,357,5.09,14.8,5.29,6,5,150,0.03,0.15,47,1,16,450
1/20/2020,Shitalakhya ,ACI Salt (Rupganj Ferry Ghat),L-42,22.2,7.68,381,381,4.19,22.6,11.57,18,6,180,0.05,0.65,15,2,18,470
1/20/2020,Shitalakhya ,Demra Ghat,L-43,20.9,7.39,525,278,0.2,-177,23.4,72,24,210,0.1,4,14.8,10,28,610
1/20/2020,Shitalakhya ,d/s of Adamjee EPZ,L-44,21.7,7.36,634,332,0.08,-236.7,26.7,129,37,215,0.18,7.1,8.8,16,38,600
1/20/2020,Shitalakhya ,d/s of Tanbazar Ghat,L-45,21.5,7.39,649,341,0.11,-228.4,26.1,92,36,225,0.15,6.7,16.2,10,36,500
1/20/2020,Shitalakhya ,u/s of Kalagachia Point,L-46,21.5,7.39,643,337,0.1,-226.4,28.1,89,32,285,0,7.45,20,8,34,590
1/20/2020,Begunbari Canal,d/s of Dasherkandi WWTP,L-57,22.7,7.1,852,442,0.17,-30.7,55.4,168,69,320,0.29,23.7,0.2,14,26,630
2/15/2020,Turag,u/s of Konabari,L-1,22.5,7.64,1208,632,0.7,-60.6,26.7,223,50,320,0.14,4.6,7.7,34,40,290
2/15/2020,Turag,Konabari Powerplant,L-2,22.1,7.58,1201,634,0.8,-70.8,25.8,292,55,215,0.14,4.7,6.2,32,102,370
2/15/2020,Turag,d/s of Konabari,L-3,22.6,7.42,1316,685,0.07,-285,28.1,320,61,285,0.37,5.15,7,50,120,330
2/15/2020,Turag,d/s of Kashimpur,L-4,22.8,7.35,1342,699,0.9,-273.8,24.7,218,70,250,0.38,5,13.2,28,118,350
2/15/2020,Turag,Yearpur (u/s of Ashulia Lake),L-5,22.8,7.59,1281,668,0.05,-300,26.1,226,59,260,0.16,4.9,10.1,46,122,380
2/15/2020,Turag,Ashulia Bridge (d/s of Ashulia Lake),L-6,22.1,7.49,1248,661,0.04,-272.1,29,192,64,300,0.24,6.25,8.1,36,124,240
2/15/2020,Turag,Rustampur (u/s of confluence),L-7,22,7.47,1244,658,0.06,-263.3,31.5,188,41,265,0.27,6.35,5.5,20,114,230
2/15/2020,Turag,Birulia Bridge,L-8,21.9,7.51,1197,636,0.05,-260,41.3,167,67,275,0.16,6.2,7.3,18,118,250
2/15/2020,Turag,Botanical Garden,L-9,21.9,7.42,1109,587,0.06,-15.4,42.7,163,86,265,0.15,7.9,6.6,10,120,270
2/15/2020,Turag,u/s of Aminbazar Bridge,L-10,21.8,7.43,1069,567,0.11,-19.6,42.1,191,71,270,0.17,9.55,7.7,10,112,250
